,NO,Time,FcName,FcCode,FcLoc,water_use,Cl_Val,Cl_Unit,pH_Val,pH_Unit,tb_Val,tb_Unit
428,652,2022050315,충주정수장,4313012380,충북 충주시 용탄동,생활정수,0.7679,mg/L,7.8549,pH,0.0370,NTU
429,651,2022050315,와부정수장,4136012312,경기도 남양주시 와부읍,생활정수,0.8754,mg/L,7.4303,pH,0.0506,NTU
430,650,2022050315,고령정수장,4783012344,경북 고령군 다산면,생활정수,0.8136,mg/L,7.2806,pH,0.0553,NTU
431,649,2022050315,고산정수장,4571012367,전북 완주군 고산면,생활정수,0.8704,mg/L,7.3499,pH,0.0415,NTU
432,648,2022050315,천안정수장,4413112355,충남 천안시 동남구,생활정수,0.6616,mg/L,7.0944,pH,0.0654,NTU
433,647,2022050315,연초정수장,4831012331,경남 거제시 연초면,생활정수,0.7160,mg/L,7.2277,pH,0.0262,NTU
434,646,2022050315,별량정수장,4615012368,전남 순천시 별량면,생활정수,0.8281,mg/L,7.1987,pH,0.0542,NTU
435,645,2022050315,운문정수장,4782012340,경북 청도군 운문면,생활정수,0.7342,mg/L,7.2046,pH,0.0428,NTU
436,644,2022050315,동화정수장,4574012385,전북 장수군 변암면,생활정수,0.7710,mg/L,7.0729,pH,0.0650,NTU
437,643,2022050315,군산정수장,4513012365,전북 군산시 내흥동,공업용수,0.0041,mg/L,7.3497,pH,0.6540,NTU
438,642,2022050315,온산정수장,3171012336,울산시 울주군 온산읍,공업용수,0.0172,mg/L,7.5250,pH,0.5354,NTU
439,641,2022050315,수지정수장,4146512316,경기도 용인시 상현동,생활정수,0.8236,mg/L,7.5631,pH,0.0638,NTU
440,640,2022050315,구천정수장,4831012332,경남 거제시 신협읍,생활정수,0.7634,mg/L,7.1182,pH,0.0504,NTU
441,639,2022050315,반송정수장,4812312335,경남 창원시 성산구,생활정수,0.6388,mg/L,6.7930,pH,0.0818,NTU
442,638,2022050315,덕정정수장,4680012386,전남 장흥군 부산면,생활정수,0.9125,mg/L,7.3824,pH,0.0546,NTU
443,637,2022050315,학야정수장,4711312378,포항시 북구 기계면,생활정수,0.7815,mg/L,7.4493,pH,0.0639,NTU
444,636,2022050315,청주정수장,4311112353,충북 청주시 상당구,생활정수,0.8382,mg/L,7.5743,pH,0.0696,NTU
445,635,2022050315,일산정수장,4128112315,경기도 고양시 덕양구,생활정수,0.9315,mg/L,7.5814,pH,0.0590,NTU
446,634,2022050315,금산정수장,4471012372,충남 금산군 남일면,생활정수,0.4608,mg/L,7.7435,pH,0.0889,NTU
447,633,2022050315,자인정수장,4729012339,경산시 자인면,생활정수,0.6927,mg/L,6.9630,pH,0.0651,NTU
448,632,2022050315,아산정수장,4420012354,충남 아산시 영인면,생활정수,0.7363,mg/L,7.3321,pH,0.0540,NTU
449,631,2022050315,사천정수장,4824012333,경남 사천시 축동면,생활정수,0.7879,mg/L,7.2015,pH,0.0366,NTU
450,630,2022050314,운문정수장,4782012340,경북 청도군 운문면,생활정수,0.7123,mg/L,7.2102,pH,0.0441,NTU
451,629,2022050314,파주정수장,4148012318,경기도 파주시 파주읍,공업용수,0.0000,mg/L,7.4973,pH,0.2340,NTU
452,628,2022050314,고산정수장,4571012367,전북 완주군 고산면,생활정수,0.8617,mg/L,7.3518,pH,0.0414,NTU
453,627,2022050314,군산정수장,4513012365,전북 군산시 내흥동,공업용수,0.0043,mg/L,7.3237,pH,0.6536,NTU
454,626,2022050314,구미정수장,4719012337,경북 구미시 고아읍,생활정수,0.6896,mg/L,7.1477,pH,0.0654,NTU
455,625,2022050314,구천정수장,4831012332,경남 거제시 신협읍,생활정수,0.7785,mg/L,7.1125,pH,0.0504,NTU
456,624,2022050314,고양정수장,4128512319,경기도 고양시 일산동구,생활정수,0.9003,mg/L,7.5711,pH,0.0681,NTU
457,623,2022050314,자인정수장,4729012339,경산시 자인면,생활정수,0.6958,mg/L,6.9840,pH,0.0652,NTU
458,622,2022050314,대불정수장,4684012366,전남 무안군 몽타면,공업용수,점검중,mg/L,점검중,pH,0.2641,NTU
459,621,2022050314,연초정수장,4831012331,경남 거제시 연초면,생활정수,0.7138,mg/L,7.2268,pH,0.0263,NTU
460,620,2022050314,반월정수장,4127112311,경기도 안산시 상록구,생활정수,0.9102,mg/L,7.4245,pH,0.0533,NTU
461,619,2022050314,일산정수장,4128112315,경기도 고양시 덕양구,생활정수,0.9273,mg/L,7.5799,pH,0.0593,NTU
462,618,2022050314,보령정수장,4418012359,층남 보령시 웅천읍,생활정수,0.8758,mg/L,7.7793,pH,0.0538,NTU
463,617,2022050314,시흥정수장,4127312314,경기도 안산시 선부2동,공업용수,점검중,mg/L,7.6057,pH,0.1771,NTU
464,616,2022050314,산성정수장,4518012363,전북 정읍시 옹동면,생활정수,0.8851,mg/L,7.6474,pH,0.0481,NTU
465,615,2022050314,별량정수장,4615012368,전남 순천시 별량면,생활정수,0.8240,mg/L,7.1963,pH,0.0547,NTU
466,614,2022050314,아산정수장,4420012354,충남 아산시 영인면,생활정수,0.7351,mg/L,7.3322,pH,0.0534,NTU
467,613,2022050314,부안정수장,4580012360,전북 부안군 변산면,생활정수,0.8556,mg/L,6.7990,pH,0.0312,NTU
468,612,2022050314,동화정수장,4574012385,전북 장수군 변암면,생활정수,0.7659,mg/L,7.0650,pH,0.0650,NTU
469,611,2022050314,황지정수장,4219012371,강원도 태백시 황지동,생활정수,0.8462,mg/L,7.2712,pH,0.0741,NTU
470,610,2022050314,시흥정수장,4127312314,경기도 안산시 선부2동,생활정수,0.8341,mg/L,7.6278,pH,0.0707,NTU
471,609,2022050314,와부정수장,4136012312,경기도 남양주시 와부읍,생활정수,0.8723,mg/L,7.4401,pH,0.0555,NTU
472,608,2022050314,청주정수장,4311112353,충북 청주시 상당구,생활정수,0.8327,mg/L,7.5797,pH,0.0690,NTU
473,607,2022050314,수지정수장,4146512316,경기도 용인시 상현동,생활정수,0.8209,mg/L,7.5618,pH,0.0635,NTU
474,606,2022050314,금산정수장,4471012372,충남 금산군 남일면,생활정수,0.4565,mg/L,7.7403,pH,0.0888,NTU
475,605,2022050314,천안정수장,4413112355,충남 천안시 동남구,생활정수,0.6314,mg/L,7.1030,pH,0.0676,NTU
476,604,2022050314,석성정수장,4476012351,충남 부여군 석성면,생활정수,0.8312,mg/L,7.2887,pH,0.0501,NTU
477,603,2022050314,덕정정수장,4680012386,전남 장흥군 부산면,생활정수,0.9200,mg/L,7.3890,pH,0.0552,NTU
478,602,2022050314,청주정수장,4311112353,충북 청주시 상당구,공업용수,0.0250,mg/L,7.5701,pH,0.3651,NTU
479,601,2022050314,고령정수장,4783012344,경북 고령군 다산면,생활정수,0.8148,mg/L,7.0652,pH,0.0555,NTU
480,600,2022050314,공주정수장,4415012357,충남 공주시 유구읍,생활정수,0.6819,mg/L,7.4532,pH,0.0355,NTU
481,599,2022050314,화순정수장,4679012364,전남 화순군 화순읍,생활정수,점검중,mg/L,7.0730,pH,0.0802,NTU
482,598,2022050314,아산정수장,4420012354,충남 아산시 영인면,공업용수,0.3045,mg/L,7.2688,pH,0.5481,NTU
483,597,2022050314,양산정수장,4833012382,경남 양산시 상북면,생활정수,0.5215,mg/L,7.0677,pH,0.0430,NTU
484,596,2022050314,온산정수장,3171012336,울산시 울주군 온산읍,공업용수,0.0170,mg/L,7.5178,pH,0.5959,NTU
485,595,2022050314,평림정수장,4688012387,전남 장성군 삼계면,생활정수,0.8571,mg/L,7.0116,pH,0.0601,NTU
486,594,2022050314,학야정수장,4711312378,포항시 북구 기계면,생활정수,0.7830,mg/L,7.4514,pH,0.0639,NTU
487,593,2022050314,밀양정수장,4827012381,경남 밀양시 산외면,생활정수,0.5294,mg/L,7.1203,pH,0.0567,NTU
488,592,2022050314,충주정수장,4313012380,충북 충주시 용탄동,생활정수,0.7685,mg/L,7.8612,pH,0.0375,NTU
489,591,2022050314,사천정수장,4824012333,경남 사천시 축동면,생활정수,0.7829,mg/L,7.1873,pH,0.0378,NTU
490,590,2022050314,성남정수장,4113112313,경기도 성남시 수정구,생활정수,0.8268,mg/L,7.5171,pH,0.0542,NTU
491,589,2022050314,덕소정수장,4136012317,경기도 남양주시 와부읍,생활정수,0.9074,mg/L,7.4337,pH,0.0585,NTU
492,588,2022050314,천안정수장,4413112355,충남 천안시 동남구,공업용수,0.1374,mg/L,7.0531,pH,0.3040,NTU
493,587,2022050314,송전정수장,4273012356,강원도 횡성군 횡성읍,생활정수,0.6276,mg/L,7.7902,pH,0.0482,NTU
494,586,2022050314,반송정수장,4812312335,경남 창원시 성산구,생활정수,0.6524,mg/L,6.7890,pH,0.0832,NTU
495,585,2022050313,반월정수장,4127112311,경기도 안산시 상록구,생활정수,0.9091,mg/L,7.4188,pH,0.0534,NTU
496,584,2022050313,사천정수장,4824012333,경남 사천시 축동면,생활정수,0.7914,mg/L,7.1679,pH,0.0393,NTU
497,583,2022050313,운문정수장,4782012340,경북 청도군 운문면,생활정수,0.7177,mg/L,7.2112,pH,0.0439,NTU
498,582,2022050313,산성정수장,4518012363,전북 정읍시 옹동면,생활정수,0.8881,mg/L,7.6492,pH,0.0489,NTU
499,581,2022050313,공주정수장,4415012357,충남 공주시 유구읍,생활정수,0.6725,mg/L,7.4492,pH,0.0359,NTU
500,580,2022050313,구천정수장,4831012332,경남 거제시 신협읍,생활정수,0.7960,mg/L,7.1193,pH,0.0504,NTU
501,579,2022050313,충주정수장,4313012380,충북 충주시 용탄동,생활정수,0.7666,mg/L,7.8696,pH,0.0376,NTU
502,578,2022050313,천안정수장,4413112355,충남 천안시 동남구,공업용수,0.1213,mg/L,7.0584,pH,0.3125,NTU
503,577,2022050313,보령정수장,4418012359,층남 보령시 웅천읍,생활정수,0.8765,mg/L,7.7644,pH,0.0521,NTU
504,576,2022050313,시흥정수장,4127312314,경기도 안산시 선부2동,생활정수,0.8275,mg/L,7.6238,pH,0.0707,NTU
505,575,2022050313,화순정수장,4679012364,전남 화순군 화순읍,생활정수,점검중,mg/L,7.0845,pH,0.0798,NTU
506,574,2022050313,구미정수장,4719012337,경북 구미시 고아읍,생활정수,0.6862,mg/L,7.1459,pH,0.0667,NTU
507,573,2022050313,금산정수장,4471012372,충남 금산군 남일면,생활정수,0.4557,mg/L,7.7367,pH,0.0891,NTU
508,572,2022050313,반송정수장,4812312335,경남 창원시 성산구,생활정수,0.6582,mg/L,6.7896,pH,0.0800,NTU
509,571,2022050313,파주정수장,4148012318,경기도 파주시 파주읍,공업용수,0.0000,mg/L,7.5037,pH,0.1705,NTU
510,570,2022050313,고양정수장,4128512319,경기도 고양시 일산동구,생활정수,0.8955,mg/L,7.5741,pH,0.0685,NTU
511,569,2022050313,아산정수장,4420012354,충남 아산시 영인면,생활정수,0.7372,mg/L,7.3315,pH,0.0533,NTU
512,568,2022050313,군산정수장,4513012365,전북 군산시 내흥동,공업용수,0.0013,mg/L,7.3242,pH,0.6540,NTU
513,567,2022050313,덕소정수장,4136012317,경기도 남양주시 와부읍,생활정수,0.9046,mg/L,7.4343,pH,0.0579,NTU
514,566,2022050313,황지정수장,4219012371,강원도 태백시 황지동,생활정수,0.8014,mg/L,7.2669,pH,0.0737,NTU
515,565,2022050313,송전정수장,4273012356,강원도 횡성군 횡성읍,생활정수,0.6260,mg/L,7.7830,pH,0.0508,NTU
516,564,2022050313,석성정수장,4476012351,충남 부여군 석성면,생활정수,0.8499,mg/L,7.3047,pH,0.0503,NTU
517,563,2022050313,아산정수장,4420012354,충남 아산시 영인면,공업용수,0.3208,mg/L,7.2626,pH,0.5475,NTU
518,562,2022050313,고산정수장,4571012367,전북 완주군 고산면,생활정수,0.8650,mg/L,7.3530,pH,0.0414,NTU
519,561,2022050313,부안정수장,4580012360,전북 부안군 변산면,생활정수,0.8451,mg/L,6.8076,pH,0.0316,NTU
520,560,2022050313,시흥정수장,4127312314,경기도 안산시 선부2동,공업용수,점검중,mg/L,7.6232,pH,0.1807,NTU
521,559,2022050313,자인정수장,4729012339,경산시 자인면,생활정수,0.6976,mg/L,6.9964,pH,0.0652,NTU
522,558,2022050313,학야정수장,4711312378,포항시 북구 기계면,생활정수,0.7812,mg/L,7.4499,pH,0.0638,NTU
523,557,2022050313,연초정수장,4831012331,경남 거제시 연초면,생활정수,0.7163,mg/L,7.2217,pH,0.0267,NTU
524,556,2022050313,고령정수장,4783012344,경북 고령군 다산면,생활정수,0.7923,mg/L,6.9143,pH,0.0563,NTU
525,555,2022050313,동화정수장,4574012385,전북 장수군 변암면,생활정수,0.7622,mg/L,7.0610,pH,0.0650,NTU
526,554,2022050313,덕정정수장,4680012386,전남 장흥군 부산면,생활정수,0.9320,mg/L,7.3952,pH,0.0555,NTU
527,553,2022050313,밀양정수장,4827012381,경남 밀양시 산외면,생활정수,0.5384,mg/L,7.1124,pH,0.0444,NTU
528,552,2022050313,청주정수장,4311112353,충북 청주시 상당구,공업용수,0.0234,mg/L,7.5693,pH,0.3685,NTU
529,551,2022050313,양산정수장,4833012382,경남 양산시 상북면,생활정수,0.5227,mg/L,7.0605,pH,0.0430,NTU
530,550,2022050313,온산정수장,3171012336,울산시 울주군 온산읍,공업용수,0.0172,mg/L,7.5183,pH,0.5871,NTU
531,549,2022050313,성남정수장,4113112313,경기도 성남시 수정구,생활정수,0.8282,mg/L,7.5171,pH,0.0543,NTU
532,548,2022050313,수지정수장,4146512316,경기도 용인시 상현동,생활정수,0.8291,mg/L,7.5612,pH,0.0639,NTU
533,547,2022050313,일산정수장,4128112315,경기도 고양시 덕양구,생활정수,0.9204,mg/L,7.5784,pH,0.0602,NTU
534,546,2022050313,와부정수장,4136012312,경기도 남양주시 와부읍,생활정수,0.8641,mg/L,7.4473,pH,0.0543,NTU
535,545,2022050313,청주정수장,4311112353,충북 청주시 상당구,생활정수,0.8425,mg/L,7.5827,pH,0.0685,NTU
536,544,2022050313,천안정수장,4413112355,충남 천안시 동남구,생활정수,0.6835,mg/L,7.1095,pH,0.0685,NTU
537,543,2022050313,평림정수장,4688012387,전남 장성군 삼계면,생활정수,0.8212,mg/L,7.0017,pH,0.0599,NTU
538,542,2022050313,대불정수장,4684012366,전남 무안군 몽타면,공업용수,점검중,mg/L,점검중,pH,0.2627,NTU
539,541,2022050313,별량정수장,4615012368,전남 순천시 별량면,생활정수,0.8287,mg/L,7.2005,pH,0.0546,NTU
540,540,2022050312,사천정수장,4824012333,경남 사천시 축동면,생활정수,0.8032,mg/L,7.1408,pH,0.0396,NTU
541,539,2022050312,송전정수장,4273012356,강원도 횡성군 횡성읍,생활정수,0.6185,mg/L,7.7729,pH,0.0524,NTU
542,538,2022050312,학야정수장,4711312378,포항시 북구 기계면,생활정수,0.7822,mg/L,7.4569,pH,0.0641,NTU
543,537,2022050312,운문정수장,4782012340,경북 청도군 운문면,생활정수,0.7436,mg/L,7.2044,pH,0.0421,NTU
544,536,2022050312,일산정수장,4128112315,경기도 고양시 덕양구,생활정수,0.9234,mg/L,7.5781,pH,0.0603,NTU
545,535,2022050312,고령정수장,4783012344,경북 고령군 다산면,생활정수,0.7967,mg/L,6.9134,pH,0.0569,NTU
546,534,2022050312,시흥정수장,4127312314,경기도 안산시 선부2동,생활정수,0.8269,mg/L,7.6256,pH,0.0703,NTU
547,533,2022050312,와부정수장,4136012312,경기도 남양주시 와부읍,생활정수,0.8808,mg/L,7.4519,pH,0.0563,NTU
548,532,2022050312,천안정수장,4413112355,충남 천안시 동남구,생활정수,0.7149,mg/L,7.1155,pH,0.0687,NTU
549,531,2022050312,아산정수장,4420012354,충남 아산시 영인면,공업용수,0.3523,mg/L,7.2652,pH,0.5278,NTU
550,530,2022050312,고산정수장,4571012367,전북 완주군 고산면,생활정수,0.8730,mg/L,7.3526,pH,0.0411,NTU
551,529,2022050312,동화정수장,4574012385,전북 장수군 변암면,생활정수,0.7617,mg/L,7.0481,pH,0.0650,NTU
552,528,2022050312,파주정수장,4148012318,경기도 파주시 파주읍,공업용수,0.0000,mg/L,7.5114,pH,0.1767,NTU
553,527,2022050312,고양정수장,4128512319,경기도 고양시 일산동구,생활정수,0.8913,mg/L,7.5761,pH,0.0688,NTU
554,526,2022050312,충주정수장,4313012380,충북 충주시 용탄동,생활정수,0.7689,mg/L,7.8738,pH,0.0382,NTU
555,525,2022050312,부안정수장,4580012360,전북 부안군 변산면,생활정수,0.7914,mg/L,6.7604,pH,0.0309,NTU
556,524,2022050312,석성정수장,4476012351,충남 부여군 석성면,생활정수,0.8367,mg/L,7.3335,pH,0.0508,NTU
557,523,2022050312,구천정수장,4831012332,경남 거제시 신협읍,생활정수,0.8161,mg/L,7.1249,pH,0.0509,NTU
558,522,2022050312,아산정수장,4420012354,충남 아산시 영인면,생활정수,0.7386,mg/L,7.3289,pH,0.0527,NTU
559,521,2022050312,양산정수장,4833012382,경남 양산시 상북면,생활정수,0.5341,mg/L,7.0621,pH,0.0429,NTU
560,520,2022050312,화순정수장,4679012364,전남 화순군 화순읍,생활정수,점검중,mg/L,7.0883,pH,0.0778,NTU
561,519,2022050312,별량정수장,4615012368,전남 순천시 별량면,생활정수,0.8244,mg/L,7.2024,pH,0.0544,NTU
562,518,2022050312,온산정수장,3171012336,울산시 울주군 온산읍,공업용수,0.0158,mg/L,7.5193,pH,0.5577,NTU
563,517,2022050312,군산정수장,4513012365,전북 군산시 내흥동,공업용수,0.0016,mg/L,7.3228,pH,0.6535,NTU
564,516,2022050312,수지정수장,4146512316,경기도 용인시 상현동,생활정수,0.8249,mg/L,7.5582,pH,0.0641,NTU
565,515,2022050312,황지정수장,4219012371,강원도 태백시 황지동,생활정수,0.8223,mg/L,7.2701,pH,0.0742,NTU
566,514,2022050312,청주정수장,4311112353,충북 청주시 상당구,생활정수,0.8909,mg/L,7.5883,pH,0.0685,NTU
567,513,2022050312,천안정수장,4413112355,충남 천안시 동남구,공업용수,0.1492,mg/L,7.0661,pH,0.3336,NTU
568,512,2022050312,청주정수장,4311112353,충북 청주시 상당구,공업용수,0.0263,mg/L,7.5697,pH,0.3609,NTU
569,511,2022050312,구미정수장,4719012337,경북 구미시 고아읍,생활정수,0.6797,mg/L,7.1445,pH,0.0692,NTU
570,510,2022050312,보령정수장,4418012359,층남 보령시 웅천읍,생활정수,0.8804,mg/L,7.7364,pH,0.0544,NTU
571,509,2022050312,산성정수장,4518012363,전북 정읍시 옹동면,생활정수,0.8919,mg/L,7.6590,pH,0.0491,NTU
572,508,2022050312,공주정수장,4415012357,충남 공주시 유구읍,생활정수,0.6738,mg/L,7.4480,pH,0.0355,NTU
573,507,2022050312,덕정정수장,4680012386,전남 장흥군 부산면,생활정수,0.9451,mg/L,7.3978,pH,0.0553,NTU
574,506,2022050312,대불정수장,4684012366,전남 무안군 몽타면,공업용수,점검중,mg/L,점검중,pH,0.2611,NTU
575,505,2022050312,자인정수장,4729012339,경산시 자인면,생활정수,0.6934,mg/L,6.9944,pH,0.0653,NTU
576,504,2022050312,연초정수장,4831012331,경남 거제시 연초면,생활정수,0.7088,mg/L,7.2207,pH,0.0267,NTU
577,503,2022050312,성남정수장,4113112313,경기도 성남시 수정구,생활정수,0.8232,mg/L,7.5237,pH,0.0543,NTU
578,502,2022050312,시흥정수장,4127312314,경기도 안산시 선부2동,공업용수,점검중,mg/L,7.6233,pH,0.1796,NTU
579,501,2022050312,반월정수장,4127112311,경기도 안산시 상록구,생활정수,0.9069,mg/L,7.4380,pH,0.0532,NTU
580,500,2022050312,평림정수장,4688012387,전남 장성군 삼계면,생활정수,0.8403,mg/L,7.0055,pH,0.0600,NTU
581,499,2022050312,밀양정수장,4827012381,경남 밀양시 산외면,생활정수,0.5472,mg/L,7.1060,pH,0.0442,NTU
582,498,2022050312,반송정수장,4812312335,경남 창원시 성산구,생활정수,0.6519,mg/L,6.7882,pH,0.0753,NTU
583,497,2022050312,덕소정수장,4136012317,경기도 남양주시 와부읍,생활정수,0.8978,mg/L,7.4332,pH,0.0581,NTU
584,496,2022050312,금산정수장,4471012372,충남 금산군 남일면,생활정수,0.4585,mg/L,7.7328,pH,0.0888,NTU
585,495,2022050311,아산정수장,4420012354,충남 아산시 영인면,생활정수,0.7407,mg/L,7.3227,pH,0.0520,NTU
586,494,2022050311,산성정수장,4518012363,전북 정읍시 옹동면,생활정수,0.8788,mg/L,7.6690,pH,0.0490,NTU
587,493,2022050311,고산정수장,4571012367,전북 완주군 고산면,생활정수,0.8701,mg/L,7.3524,pH,0.0414,NTU
588,492,2022050311,동화정수장,4574012385,전북 장수군 변암면,생활정수,0.7624,mg/L,7.0427,pH,0.0651,NTU
589,491,2022050311,공주정수장,4415012357,충남 공주시 유구읍,생활정수,0.6769,mg/L,7.4463,pH,0.0357,NTU
590,490,2022050311,보령정수장,4418012359,층남 보령시 웅천읍,생활정수,0.8835,mg/L,7.7138,pH,0.0544,NTU
591,489,2022050311,사천정수장,4824012333,경남 사천시 축동면,생활정수,0.8207,mg/L,7.1111,pH,0.0400,NTU
592,488,2022050311,석성정수장,4476012351,충남 부여군 석성면,생활정수,0.7998,mg/L,7.3803,pH,0.0512,NTU
593,487,2022050311,화순정수장,4679012364,전남 화순군 화순읍,생활정수,점검중,mg/L,7.0956,pH,0.0765,NTU
594,486,2022050311,대불정수장,4684012366,전남 무안군 몽타면,공업용수,점검중,mg/L,점검중,pH,0.2612,NTU
595,485,2022050311,반송정수장,4812312335,경남 창원시 성산구,생활정수,0.6501,mg/L,6.7842,pH,0.0737,NTU
596,484,2022050311,연초정수장,4831012331,경남 거제시 연초면,생활정수,0.7058,mg/L,7.2157,pH,0.0267,NTU
597,483,2022050311,고령정수장,4783012344,경북 고령군 다산면,생활정수,0.8096,mg/L,6.9131,pH,0.0569,NTU
598,482,2022050311,고양정수장,4128512319,경기도 고양시 일산동구,생활정수,0.8855,mg/L,7.5755,pH,0.0700,NTU
599,481,2022050311,일산정수장,4128112315,경기도 고양시 덕양구,생활정수,0.9288,mg/L,7.5803,pH,0.0602,NTU
600,480,2022050311,성남정수장,4113112313,경기도 성남시 수정구,생활정수,0.8173,mg/L,7.5239,pH,0.0540,NTU
601,479,2022050311,구천정수장,4831012332,경남 거제시 신협읍,생활정수,0.8239,mg/L,7.1468,pH,0.0505,NTU
602,478,2022050311,덕정정수장,4680012386,전남 장흥군 부산면,생활정수,0.9447,mg/L,7.4023,pH,0.0552,NTU
603,477,2022050311,별량정수장,4615012368,전남 순천시 별량면,생활정수,0.8212,mg/L,7.1965,pH,0.0544,NTU
604,476,2022050311,평림정수장,4688012387,전남 장성군 삼계면,생활정수,0.8705,mg/L,7.0178,pH,0.0600,NTU
605,475,2022050311,수지정수장,4146512316,경기도 용인시 상현동,생활정수,0.8144,mg/L,7.5576,pH,0.0647,NTU
606,474,2022050311,양산정수장,4833012382,경남 양산시 상북면,생활정수,0.5303,mg/L,7.0647,pH,0.0430,NTU
607,473,2022050311,천안정수장,4413112355,충남 천안시 동남구,생활정수,0.7170,mg/L,7.1186,pH,0.0688,NTU
608,472,2022050311,충주정수장,4313012380,충북 충주시 용탄동,생활정수,0.7681,mg/L,7.8783,pH,0.0393,NTU
609,471,2022050311,청주정수장,4311112353,충북 청주시 상당구,생활정수,0.9182,mg/L,7.5903,pH,0.0693,NTU
610,470,2022050311,천안정수장,4413112355,충남 천안시 동남구,공업용수,0.2466,mg/L,7.0716,pH,0.3164,NTU
611,469,2022050311,부안정수장,4580012360,전북 부안군 변산면,생활정수,0.8241,mg/L,6.8311,pH,0.0322,NTU
612,468,2022050311,학야정수장,4711312378,포항시 북구 기계면,생활정수,0.7840,mg/L,7.4685,pH,0.0644,NTU
613,467,2022050311,자인정수장,4729012339,경산시 자인면,생활정수,0.6897,mg/L,6.9931,pH,0.0653,NTU
614,466,2022050311,군산정수장,4513012365,전북 군산시 내흥동,공업용수,0.0024,mg/L,7.3260,pH,0.6542,NTU
615,465,2022050311,구미정수장,4719012337,경북 구미시 고아읍,생활정수,0.6727,mg/L,7.1436,pH,0.0677,NTU
616,464,2022050311,시흥정수장,4127312314,경기도 안산시 선부2동,공업용수,점검중,mg/L,7.6312,pH,0.1895,NTU
617,463,2022050311,덕소정수장,4136012317,경기도 남양주시 와부읍,생활정수,0.8840,mg/L,7.4325,pH,0.0587,NTU
618,462,2022050311,황지정수장,4219012371,강원도 태백시 황지동,생활정수,0.8435,mg/L,7.2610,pH,0.0742,NTU
619,461,2022050311,시흥정수장,4127312314,경기도 안산시 선부2동,생활정수,0.8239,mg/L,7.6278,pH,0.0662,NTU
620,460,2022050311,송전정수장,4273012356,강원도 횡성군 횡성읍,생활정수,0.5859,mg/L,7.7671,pH,0.0544,NTU
621,459,2022050311,금산정수장,4471012372,충남 금산군 남일면,생활정수,0.4571,mg/L,7.7289,pH,0.0887,NTU
622,458,2022050311,와부정수장,4136012312,경기도 남양주시 와부읍,생활정수,0.8886,mg/L,7.4553,pH,0.0572,NTU
623,457,2022050311,운문정수장,4782012340,경북 청도군 운문면,생활정수,0.7524,mg/L,7.2045,pH,0.0431,NTU
624,456,2022050311,청주정수장,4311112353,충북 청주시 상당구,공업용수,0.0342,mg/L,7.5848,pH,0.3622,NTU
625,455,2022050311,반월정수장,4127112311,경기도 안산시 상록구,생활정수,0.9712,mg/L,7.4531,pH,0.0530,NTU
626,454,2022050311,밀양정수장,4827012381,경남 밀양시 산외면,생활정수,0.5583,mg/L,7.1082,pH,0.0445,NTU
627,453,2022050311,온산정수장,3171012336,울산시 울주군 온산읍,공업용수,0.0162,mg/L,7.5201,pH,0.5860,NTU
628,452,2022050311,파주정수장,4148012318,경기도 파주시 파주읍,공업용수,0.0000,mg/L,7.5147,pH,0.1866,NTU
629,451,2022050311,아산정수장,4420012354,충남 아산시 영인면,공업용수,0.4143,mg/L,7.2692,pH,0.5132,NTU
630,450,2022050310,산성정수장,4518012363,전북 정읍시 옹동면,생활정수,0.9065,mg/L,7.6750,pH,0.0487,NTU
631,449,2022050310,연초정수장,4831012331,경남 거제시 연초면,생활정수,0.7135,mg/L,7.2215,pH,0.0261,NTU
632,448,2022050310,일산정수장,4128112315,경기도 고양시 덕양구,생활정수,0.9293,mg/L,7.5800,pH,0.0606,NTU
633,447,2022050310,대불정수장,4684012366,전남 무안군 몽타면,공업용수,점검중,mg/L,점검중,pH,0.2597,NTU
634,446,2022050310,파주정수장,4148012318,경기도 파주시 파주읍,공업용수,0.0000,mg/L,7.5142,pH,0.1904,NTU
635,445,2022050310,고령정수장,4783012344,경북 고령군 다산면,생활정수,0.7707,mg/L,6.9117,pH,0.0565,NTU
636,444,2022050310,황지정수장,4219012371,강원도 태백시 황지동,생활정수,0.8398,mg/L,7.2612,pH,0.0742,NTU
637,443,2022050310,반송정수장,4812312335,경남 창원시 성산구,생활정수,0.6556,mg/L,6.7839,pH,0.0751,NTU
638,442,2022050310,금산정수장,4471012372,충남 금산군 남일면,생활정수,0.4596,mg/L,7.7256,pH,0.0886,NTU
639,441,2022050310,사천정수장,4824012333,경남 사천시 축동면,생활정수,0.8358,mg/L,7.0850,pH,0.0406,NTU
640,440,2022050310,와부정수장,4136012312,경기도 남양주시 와부읍,생활정수,0.8932,mg/L,7.4546,pH,0.0587,NTU
641,439,2022050310,천안정수장,4413112355,충남 천안시 동남구,생활정수,0.7254,mg/L,7.1217,pH,0.0687,NTU
642,438,2022050310,별량정수장,4615012368,전남 순천시 별량면,생활정수,0.8409,mg/L,7.2003,pH,0.0542,NTU
643,437,2022050310,수지정수장,4146512316,경기도 용인시 상현동,생활정수,0.8406,mg/L,7.5588,pH,0.0669,NTU
644,436,2022050310,부안정수장,4580012360,전북 부안군 변산면,생활정수,0.8297,mg/L,6.7975,pH,0.0322,NTU
645,435,2022050310,공주정수장,4415012357,충남 공주시 유구읍,생활정수,0.6761,mg/L,7.4447,pH,0.0359,NTU
